abcdsat_r18,CaDiCaL,Candy,cms55-main-all4fixed,COMiniSatPS_Pulsar_drup,expGlucose,expMC_LRB_VSIDS_Switch,expMC_LRB_VSIDS_Switch_2500,expMC_VSIDS_LRB_Switch_2500,GHackCOMSPS_drup,glu_mix,glucose4.2.1,Glucose_Hack_Kiel_fastBVE,glucose-3.0_PADC_10,glucose-3.0_PADC_3,glucose3.0,gluHack,inIDGlucose,Lingeling,Maple_CM,Maple_CM_Dist,Maple_CM_ordUIP,Maple_CM_ordUIP+,Maple_LCM_M1,Maple_LCM_Scavel_200_fix2,Maple_LCM_Scavel_fix2,Maple_LCM+BCrestart,Maple_LCM+BCrestart_M1,MapleCOMSPS_CHB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_drup,MapleCOMSPS_LRB_VSIDS_2_fix,MapleLCMDistChronoBT,Minisat-v2.2.0-106-ge2dd095,Riss7.1-fix,smallsat,Sparrow2Riss-2018-fixfix,YalSAT
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,98.19,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
187.94,417.76,384.81,178.79,187.59,328.11,212.43,193.2,324.77,268.82,280.76,232.5,287.34,346.59,345.67,285.89,275.29,297.67,413.5,258.84,176.59,247.29,251,192.89,212.1,210.9,198.68,206.68,159.93,303.61,240.37,205.8,686.31,366.85,170.27,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
7.5,2.96,8.3,5.66,7.32,16.58,9.12,20.98,5.7,12.5,4.83,1.7,9.15,10.22,10.48,12.13,4.56,1.34,21.34,24.05,22.98,17.29,17.07,1.8,21.9,11.98,17.04,1.81,0.51,0.45,1.57,15.55,7.85,8.15,15.7,370.83,5000
281.67,324.99,188.94,488.76,242.33,444.05,466.49,95.67,132.56,362.77,443.86,118.9,40.05,436.9,438.3,126.43,48.24,29.97,843.49,281.09,168.26,286.73,277.03,476.44,281.68,112.7,189.84,527.07,172.86,28.84,172.35,170.04,445.64,709.35,337.27,1253.04,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,297.92,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
745.94,988.48,841.12,302.41,94.22,577.96,502.24,209.04,165.31,334.13,378.1,811.3,409.41,104.71,104.51,57.34,362.44,1033.45,748.13,150.17,360.87,150.42,148.23,29.52,214.73,400.94,108.14,30.08,320.04,377.42,343.85,282.02,5000,885.86,155.68,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
202.83,19.21,82.55,837.28,347.47,520.41,581.12,753.7,616.14,232.55,388.6,412.27,404.05,422.63,420.78,492.61,5000,455.06,1045.28,740.21,780.61,804.28,810.63,678.58,666.56,611.32,722.8,706.87,767.26,483.46,502.75,783.64,436.73,689.85,176.29,1586.57,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,825.83,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,110.65,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,115.49,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
67.16,5000,5000,5000,37.81,5000,509.62,313.87,2737.52,75.18,1198.88,5000,5000,5000,5000,5000,58.96,15.32,5000,341.97,324.88,319.44,325.94,341.67,475.24,403.78,430.87,354.04,59.33,494.74,401.77,102.92,5000,18.44,98.89,939.05,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,351.33,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,335.19,252.23,523.09,260.64,316.24,1055.01,1328.31,861.85,393.9,324.04,265.52,339.5,335.6,335.35,415.4,794.04,376.89,1022.45,1614.14,1564.97,1512.35,1271.25,5000,1110.06,907.5,5000,5000,441.9,908.28,768.52,5000,5000,341.92,5000,516.41,5000
5000,896.96,1429.59,5000,1505.49,1614.2,5000,5000,5000,5000,5000,1202.92,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1408.72,5000,1559.05,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,520.05,5000,21.71,1151.09,823.1,1125.58,5000,632.46,1386.34,5000,86.83,819.63,914.43,923.26,862.57,5000,5000,100.19,762.47,129.06,687.4,697.61,2758.34,5000,5000,2585.51,2555.67,1589.73,1110,919.76,2602.37,5000,85.36,5000,203.88,5000
5000,869.25,5000,42.93,5000,5000,5000,5000,5000,5000,5000,842.24,5000,5000,5000,5000,5000,5000,184.03,2594.69,2580.75,2595.27,2579.97,2612.12,5000,5000,2589.9,2607.38,5000,5000,5000,2604.1,5000,274.61,5000,399.25,5000
5000,1280.01,5000,112.59,5000,5000,5000,5000,5000,5000,5000,1607.56,5000,5000,5000,5000,5000,5000,554.57,2630.88,2644.22,2610.27,2606.81,2636.34,5000,5000,2641.45,2632.9,5000,5000,5000,2641,5000,232.36,5000,383.38,5000
5000,5000,5000,394.62,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2717.68,5000,2727.74,2694.61,2739.09,5000,5000,2706.21,2717.13,5000,5000,5000,2706.26,5000,851.76,5000,1046.72,5000
5000,5000,5000,695.88,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2740.99,2740.95,2751.61,2765.74,2792.1,5000,5000,2797.36,2778.53,5000,5000,5000,2819.64,5000,5000,5000,5000,5000
5000,5000,5000,967.65,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2783.88,2733.97,2769.14,2783.87,2769.97,5000,5000,2794.67,2780.02,5000,5000,5000,2802.94,5000,5000,5000,5000,5000
5000,5000,5000,918.63,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,2792.01,2787.4,2795.99,2788.65,2780.22,5000,5000,2782.29,2789.46,5000,5000,5000,2784.77,5000,5000,5000,5000,5000
